K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.23.15.2006,,,,,,6 Bulan,,
33.23.15.2007,,,,,,7 Kacepit,,
33.23.15.2008,,,,,,8 Gambasan,,
33.23.15.2009,,,,,,9 Bumiayu,,
33.23.15.2010,,,,,,10 Kebonagung,,
33.23.15.2011,,,,,,11 Bagusan,,
33.23.15.2012,,,,,,12 Plumbon,,
33.23.16,,,,16Bansari,-,13,,
33.23.16.2001,,,,,,1 Bansari,,
33.23.16.2002,,,,,,2 Mojosari,,
33.23.16.2003,,,,,,3 Rejosari,,
33.23.16.2004,,,,,,4 Gunungsari,,
33.23.16.2005,,,,,,5 Balesari,,
33.23.16.2006,,,,,,6 Purborejo,,
33.23.16.2007,,,,,,7 Tlogowero,,
33.23.16.2008,,,,,,8 Mranggen Kidul,,
33.23.16.2009,,,,,,9 Mranggen Tengah,,
33.23.16.2010,,,,,,10 Candisari,,
33.23.16.2011,,,,,,11 Campuranom,,
33.23.16.2012,,,,,,12 Gentingsari,,
33.23.16.2013,,,,,,13 Tanurejo,,
33.23.17,,,,17Kledung,-,13,,
33.23.17.2001,,,,,,1 Kledung,,
33.23.17.2002,,,,,,2 Kalirejo,,
33.23.17.2003,,,,,,3 Paponan,,
33.23.17.2004,,,,,,4 Jeketro,,
33.23.17.2005,,,,,,5 Kwadungan Gunung,,
33.23.17.2006,,,,,,6 Kwadungan Jurang,,
33.23.17.2007,,,,,,7 Tlahab,,
33.23.17.2008,,,,,,8 Petarangan,,
33.23.17.2009,,,,,,9 Canggal,,
33.23.17.2010,,,,,,10 Jambu,,
33.23.17.2011,,,,,,11 Kruwisan,,
33.23.17.2012,,,,,,12 Batursari,,
33.23.17.2013,,,,,,13 Tuksari,,
33.23.18,,,,18Bejen,-,14,,
33.23.18.2001,,,,,,1 Bejen,,
33.23.18.2002,,,,,,2 Banjarsari,,
33.23.18.2003,,,,,,3 Jlegong,,
33.23.18.2004,,,,,,4 Prangkokan,,
