K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.16,KAB. BLORA,,,16,24,271,"1.957,289","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.16.01,,,,1Jati,-,12,,
33.16.01.2001,,,,,,1 Bangkleyan,,
33.16.01.2002,,,,,,2 Gempol,,
33.16.01.2003,,,,,,3 Kepoh,,
33.16.01.2004,,,,,,4 Pelem,,
33.16.01.2005,,,,,,5 Jegong,,
33.16.01.2006,,,,,,6 Jati,,
33.16.01.2007,,,,,,7 Singget,,
33.16.01.2008,,,,,,8 Gabusan,,
33.16.01.2009,,,,,,9 Doplang,,
33.16.01.2010,,,,,,10 Randulawang,,
33.16.01.2011,,,,,,11 Tobo,,
33.16.01.2012,,,,,,12 Pengkoljagong,,
33.16.02,,,,2Randublatung,2,16,,
33.16.02.2001,,,,,,1 Tlogotuwung,,
33.16.02.2002,,,,,,2 Bodeh,,
33.16.02.2003,,,,,,3 Gembyungan,,
33.16.02.2004,,,,,,4 Sambongwangan,,
33.16.02.1005,,,,,1Randublatung,,,
33.16.02.2006,,,,,,5 Pilang,,
33.16.02.2007,,,,,,6 Temulus,,
33.16.02.2008,,,,,,7 Sumberejo,,
33.16.02.2009,,,,,,8 Kutukan,,
33.16.02.2010,,,,,,9 Kediren,,
33.16.02.1011,,,,,2Wulung,,,
33.16.02.2012,,,,,,10 Kadengan,,
33.16.02.2013,,,,,,11 Bekutuk,,
33.16.02.2014,,,,,,12 Plosorejo,,
33.16.02.2015,,,,,,13 Jeruk,,
33.16.02.2016,,,,,,14 Tanggel,,
33.16.02.2017,,,,,,15 Kalisari,,
33.16.02.2018,,,,,,16 Ngliron,,
33.16.03,,,,3Kradenan,-,10,,
33.16.03.2001,,,,,,1 Megeri,,
33.16.03.2002,,,,,,2 Nglebak,,
,,,,,,,,
