K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
36.71.08.1003,,,,,3Gebang Raya,,,
36.71.08.1004,,,,,4Sangiang Jaya,,,
36.71.08.1005,,,,,5Periuk Jaya,,,
36.71.09,,,,9Cibodas,6,-,,
36.71.09.1001,,,,,1Cibodas,,,
36.71.09.1002,,,,,2Cibodas Sari,,,"Perbaikan nama kelurahan semula Cibodasari menjadi Cibodas Sari
sesuai Perda Kota Tangerang No. 16/2000 tentang Pembentukan 7
(Tujuh) Kecamatan."
36.71.09.1003,,,,,3Cibodas Baru,,,
36.71.09.1004,,,,,4Panunggangan Barat,,,
36.71.09.1005,,,,,5Uwung Jaya,,,
36.71.09.1006,,,,,6Jatiuwung,,,
36.71.10,,,,10Neglasari,7,-,,
36.71.10.1001,,,,,1Neglasari,,,
36.71.10.1002,,,,,2Karang Sari,,,
36.71.10.1003,,,,,3Selapajang Jaya,,,
36.71.10.1004,,,,,4Kedaung Wetan,,,
36.71.10.1005,,,,,5Mekar Sari,,,"Perbaikan nama desa semula Mekarsari menjadi Mekar Sari sesuai
Perda Kota Tangerang No. 16/2000 tentang Pembentukan 7 (Tujuh)
Kecamatan."
36.71.10.1006,,,,,6Karang Anyar,,,
36.71.10.1007,,,,,7Kedaung Baru,,,
36.71.11,,,,11Pinang,11,-,,
36.71.11.1001,,,,,1Pinang,,,
36.71.11.1002,,,,,2Sudimara Pinang,,,
36.71.11.1003,,,,,3Neroktog,,,"Perbaikan nama kelurahan semula Nerogtog menjadi Neroktog sesuai
Perda Kota Tangerang No. 16/2000 tentang Pembentukan 7 (Tujuh)
Kecamatan."
36.71.11.1004,,,,,4Kunciran,,,
36.71.11.1005,,,,,5Kunciran Indah,,,
36.71.11.1006,,,,,6Kunciran Jaya,,,
36.71.11.1007,,,,,7Cipete,,,
36.71.11.1008,,,,,8Pakojan,,,
36.71.11.1009,,,,,9Panunggangan,,,
36.71.11.1010,,,,,10Panunggangan Utara,,,
36.71.11.1011,,,,,11Panunggangan Timur,,,
36.71.12,,,,12Karang Tengah,7,-,,
36.71.12.1001,,,,,1Karang Tengah,,,
36.71.12.1002,,,,,2Karang Mulya,,,
36.71.12.1003,,,,,3Pondok Bahar,,,
36.71.12.1004,,,,,4Pondok Pucung,,,
,,,,,,,,
