K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.17.06.2012,,,,,,12 Gandrirojo,,"koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018
ttg penyampaian hasil validasi."
33.17.06.2013,,,,,,13 Candimulyo,,
33.17.06.2014,,,,,,14 Lemahputih,,"Surat Sekda Kab. Rembang No 045.2/0423/2016 tgl 15 Maret 2016.
koreksi nama desa Rekom Pemdes No145/1820/SET tgl 15 nov 2018
ttg penyampaian hasil validasi."
33.17.06.2015,,,,,,15 Kumbo,,
33.17.06.2016,,,,,,16 Dadapan,,
33.17.06.2017,,,,,,17 Sambong,,
33.17.06.2018,,,,,,18 Bogorejo,,
33.17.06.2019,,,,,,19 Kenongo,,
33.17.06.2020,,,,,,20 Jambeyan,,
33.17.06.2021,,,,,,21 Menoro,,
33.17.07,,,,7Pamotan,-,23,,
33.17.07.2001,,,,,,1 Megal,,
33.17.07.2002,,,,,,2 Ngemplakrejo,,
33.17.07.2003,,,,,,3 Pragen,,
33.17.07.2004,,,,,,4 Samaran,,
33.17.07.2005,,,,,,5 Gambiran,,
33.17.07.2006,,,,,,6 Bamban,,
33.17.07.2007,,,,,,7 Bangunrejo,,
33.17.07.2008,,,,,,8 Pamotan,,
33.17.07.2009,,,,,,9 Sidorejo,,
33.17.07.2010,,,,,,10 Tempaling,,
33.17.07.2011,,,,,,11 Joho,,
33.17.07.2012,,,,,,12 Mlagen,,
33.17.07.2013,,,,,,13 Kepohagung,,
33.17.07.2014,,,,,,14 Mlawat,,
33.17.07.2015,,,,,,15 Segoromulyo,,
33.17.07.2016,,,,,,16 Ketangi,,
33.17.07.2017,,,,,,17 Sendangagung,,
33.17.07.2018,,,,,,18 Gegersimo,,
33.17.07.2019,,,,,,19 Sumberejo,,
33.17.07.2020,,,,,,20 Japerejo,,
33.17.07.2021,,,,,,21 Tulung,,
33.17.07.2022,,,,,,22 Ringin,,
33.17.07.2023,,,,,,23 Sumbangrejo,,
33.17.08,,,,8Sulang,-,21,,
33.17.08.2001,,,,,,1 Tanjung,,
33.17.08.2002,,,,,,2 Kemadu,,
33.17.08.2003,,,,,,3 Sulang,,
