K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
51.01.02.2011,,,,,,10 Yehembang Kangin,,
51.01.03,,,,3Pekutatan,-,8,,
51.01.03.2001,,,,,,1 Medewi,,
51.01.03.2002,,,,,,2 Pulukan,,
51.01.03.2003,,,,,,3 Asahduren,,
51.01.03.2004,,,,,,4 Pekutatan,,
51.01.03.2005,,,,,,5 Pangyangan,,
51.01.03.2006,,,,,,6 Gumbrih,,
51.01.03.2007,,,,,,7 Manggissari,,
51.01.03.2008,,,,,,8 Pengeragoan,,"Perbaikan nama desa semula Pengragoan menjadi Pengeragoan
sesuai Perbup Jembrana No.29 Tahun 2005"
51.01.04,,,,4Melaya,1,9,,
51.01.04.1001,,,,,1Gilimanuk,,,
51.01.04.2002,,,,,,1 Melaya,,
51.01.04.2003,,,,,,2 Belimbingsari,,
51.01.04.2004,,,,,,3 Ekasari,,
51.01.04.2005,,,,,,4 Nusasari,,
51.01.04.2006,,,,,,5 Warnasari,,
51.01.04.2007,,,,,,6 Candikusuma,,
51.01.04.2008,,,,,,7 Tuwed,,
51.01.04.2009,,,,,,8 Tukadaya,,
51.01.04.2010,,,,,,9 Manistutu,,
51.01.05,,,,5Jembrana,4,6,,Perda No. 19/2006
51.01.05.1001,,,,,1Pendem,,,Semula wil. Kec. Negara
51.01.05.2002,,,,,,1 Perancak,,Semula wil. Kec. Negara
51.01.05.1003,,,,,2Loloan Timur,,,Semula wil. Kec. Negara
51.01.05.2004,,,,,,2 Batu Agung,,Semula wil. Kec. Negara
51.01.05.1005,,,,,3Dauhwaru,,,Semula wil. Kec. Negara
51.01.05.2006,,,,,,3 Budeng,,Semula wil. Kec. Negara
51.01.05.2007,,,,,,4 Air Kuning,,Semula wil. Kec. Negara
51.01.05.2008,,,,,,5 Yehkuning,,Semula wil. Kec. Negara
51.01.05.1009,,,,,4Sangkaragung,,,Semula wil. Kec. Negara
51.01.05.2010,,,,,,6 Dangintukadaya,,"Semula wil. Kec. Negara
Perbaikan nama desa semula Dangin Tukadaya menjadi
Dangintukadaya sesuai Perbup Jembrana No.29 Tahun 2005."
