K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
36,BANTEN,,,,,,,
36.71,KOTA TANGERANG,,,13,104,0,"178,347","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
36.71.01,,,,1Tangerang,8,-,,
36.71.01.1001,,,,,1Sukarasa,,,
36.71.01.1002,,,,,2Sukaasih,,,
36.71.01.1003,,,,,3Tanah Tinggi,,,
36.71.01.1004,,,,,4Buaran Indah,,,
36.71.01.1005,,,,,5Cikokol,,,
36.71.01.1006,,,,,6Kelapa Indah,,,
36.71.01.1007,,,,,7Sukasari,,,
36.71.01.1008,,,,,8Babakan,,,
36.71.02,,,,2Jatiuwung,6,-,,
36.71.02.1001,,,,,1Keroncong,,,
36.71.02.1002,,,,,2Jatake,,,
36.71.02.1003,,,,,3Pasir Jaya,,,
36.71.02.1004,,,,,4Gandasari,,,
36.71.02.1005,,,,,5Manis Jaya,,,
36.71.02.1006,,,,,6Alam Jaya,,,
36.71.03,,,,3Batuceper,7,-,,
36.71.03.1001,,,,,1Batuceper,,,
36.71.03.1002,,,,,2Batu Jaya,,,"Perbaikan nama kelurahan semula Batujaya menjadi Batu Jaya sesuai
Perda Kota Tangerang No. 16/2000 tentang Pembentukan 7 (Tujuh)
Kecamatan."
36.71.03.1003,,,,,3Poris Gaga,,,
36.71.03.1004,,,,,4Poris Gaga Baru,,,
36.71.03.1005,,,,,5Kebon Besar,,,
36.71.03.1006,,,,,6Batu Sari,,,"Perbaikan nama kelurahan semula Batusari menjadi Batu Sari sesuai
Perda Kota Tangerang No. 16/2000 tentang Pembentukan 7 (Tujuh)
Kecamatan."
36.71.03.1007,,,,,7Poris Jaya,,,
36.71.04,,,,4Benda,5,-,,
36.71.04.1001,,,,,1Belendung,,,
36.71.04.1002,,,,,2Jurumudi,,,
36.71.04.1003,,,,,3Benda,,,
36.71.04.1004,,,,,4Pajang,,,
36.71.04.1005,,,,,5Jurumudi Baru,,,
36.71.05,,,,5Cipondoh,10,-,,
36.71.05.1001,,,,,1Cipondoh,,,
,,,,,,,,
