K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
36.01.25.1014,,,,,4Juhut,,,"Semula wil. Kec. Pandeglang, Perda No. 2/2007"
36.01.26,,,,26Cikedal,-,10,,
36.01.26.2001,,,,,,1 Karyasari,,
36.01.26.2002,,,,,,2 Tegal,,
36.01.26.2003,,,,,,3 Cipicung,,
36.01.26.2004,,,,,,4 Dahu,,
36.01.26.2005,,,,,,5 Babakanlor,,
36.01.26.2006,,,,,,6 Karyautama,,
36.01.26.2007,,,,,,7 Mekarjaya,,
36.01.26.2008,,,,,,8 Padahayu,,
36.01.26.2009,,,,,,9 Cening,,
36.01.26.2010,,,,,,10 Bangkuyung,,
36.01.27,,,,27Cibitung,-,10,,Perda No. 4/2004
36.01.27.2001,,,,,,1 Sindangkerta,,
36.01.27.2002,,,,,,2 Manglid,,
36.01.27.2003,,,,,,3 Cikiruh,,
36.01.27.2004,,,,,,4 Cikadu,,
36.01.27.2005,,,,,,5 Kiarapayung,,
36.01.27.2006,,,,,,6 Kutakarang,,
36.01.27.2007,,,,,,7 Citeluk,,
36.01.27.2008,,,,,,8 Kiarajangkung,,
36.01.27.2009,,,,,,9 Cikalong,,
36.01.27.2010,,,,,,10 Malangnengah,,
36.01.28,,,,28Carita,-,10,,Perda No. 4/2004
36.01.28.2001,,,,,,1 Banjarmasin,,
36.01.28.2002,,,,,,2 Carita,,
36.01.28.2003,,,,,,3 Sukarame,,
36.01.28.2004,,,,,,4 Sukanegara,,
36.01.28.2005,,,,,,5 Cinoyong,,
36.01.28.2006,,,,,,6 Pejamben,,
36.01.28.2007,,,,,,7 Sukajadi,,
36.01.28.2008,,,,,,8 Kawoyang,,
36.01.28.2009,,,,,,9 Tembong,,
36.01.28.2010,,,,,,10 Sindanglaut,,
36.01.29,,,,29Sukaresmi,-,10,,Perda No. 1/2005
36.01.29.2001,,,,,,1 Seuseupan,,Semula wil. Kec. Patia
36.01.29.2002,,,,,,2 Karyasari,,Semula wil. Kec. Patia
36.01.29.2003,,,,,,3 Perdana,,Semula wil. Kec. Patia
36.01.29.2004,,,,,,4 Sukaresmi,,Semula wil. Kec. Patia
36.01.29.2005,,,,,,5 Pasirkadu,,Semula wil. Kec. Patia
