K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.18.13.1010,,,,,10Cangkriman,,,
35.18.13.1011,,,,,11Bogo,,,
35.18.13.1012,,,,,12Ringinanom,,,
35.18.13.1013,,,,,13Begadung,,,
35.18.13.2014,,,,,,1 Kedungdowo,,
35.18.13.2015,,,,,,2 Balongpacul,,
35.18.14,,,,14Bagor,2,19,,
35.18.14.2001,,,,,,1 Balongrejo,,
35.18.14.2002,,,,,,2 Girirejo,,
35.18.14.2003,,,,,,3 Pesudukuh,,
35.18.14.2004,,,,,,4 Sekarputih,,
35.18.14.2005,,,,,,5 Buduran,,
35.18.14.2006,,,,,,6 Ngumpul,,
35.18.14.2007,,,,,,7 Bagor Kulon,,
35.18.14.2008,,,,,,8 Petak,,
35.18.14.2009,,,,,,9 Paron,,
35.18.14.2010,,,,,,10 Karang Tengah,,
35.18.14.2011,,,,,,11 Selorejo,,
35.18.14.2012,,,,,,12 Gandu,,
35.18.14.2013,,,,,,13 Kerepkidul,,
35.18.14.1014,,,,,1Guyangan,,,
35.18.14.1015,,,,,2Kedondong,,,
35.18.14.2016,,,,,,14 Kutorejo,,
35.18.14.2017,,,,,,15 Sugihwaras,,
35.18.14.2018,,,,,,16 Gemenggeng,,
35.18.14.2019,,,,,,17 Kendalrejo,,
35.18.14.2020,,,,,,18 Banaran Kulon,,
35.18.14.2021,,,,,,19 Banaran Wetan,,
35.18.15,,,,15Wilangan,-,6,,
35.18.15.2001,,,,,,1 Sudimoroharjo,,
35.18.15.2002,,,,,,2 Wilangan,,
35.18.15.2003,,,,,,3 Ngadipiro,,
35.18.15.2004,,,,,,4 Mancon,,
35.18.15.2005,,,,,,5 Ngudikan,,
35.18.15.2006,,,,,,6 Sukoharjo,,"perbaikan nama Sokoharjo menjadi Sukoharjo sesuai surat kepala
dinas PMD Kab. Nganjuk No. 141/580/411.307/2021 tgl 1 September
2021."
35.18.16,,,,16Rejoso,-,24,,
35.18.16.2001,,,,,,1 Gempol,,
35.18.16.2002,,,,,,2 Mungkung,,
,,,,,,,,
