K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
65.01.05.1002,,,,,2Tanjung Selor Hilir,,,
65.01.05.2003,,,,,,1 Jelarai Selor,,
65.01.05.2004,,,,,,2 Gunung Seriang,,
65.01.05.2005,,,,,,3 Bumi Rahayu,,
65.01.05.2006,,,,,,4 Gunung Sari,,
65.01.05.2007,,,,,,5 Apung,,
65.01.05.1008,,,,,3Tanjung Selor Timur,,,
65.01.05.2009,,,,,,6 Tengkapak,,
65.01.06,,,,6Tanjung Palas Tengah,-,3,,
65.01.06.2001,,,,,,1 Salimbatu,,
65.01.06.2002,,,,,,2 Silva Rahayu,,
65.01.06.2003,,,,,,3 Tanjung Buka,,
65.01.07,,,,7Peso,-,10,,
65.01.07.2001,,,,,,1 Lepak Aru,,
65.01.07.2002,,,,,,2 Long Lasan,,
65.01.07.2003,,,,,,3 Long Peso,,
65.01.07.2004,,,,,,4 Long Bia,,
65.01.07.2005,,,,,,5 Muara Pangean,,"Perbaikan nama sesuai Srt Ditjen Pemdes No.145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
65.01.07.2006,,,,,,6 Long Lian,,
65.01.07.2007,,,,,,7 Long Pelaah,,
65.01.07.2008,,,,,,8 Long Lejuh,,
65.01.07.2009,,,,,,9 Long Pelban,,
65.01.07.2010,,,,,,10 Long Buang,,
65.01.08,,,,8Peso Hilir,-,6,,
65.01.08.2001,,,,,,1 Long Tungu,,
65.01.08.2002,,,,,,2 Long Bang,,
65.01.08.2003,,,,,,3 Long Telenjau,,
65.01.08.2004,,,,,,4 Naha Aya,,
65.01.08.2005,,,,,,5 Long Lembu,,
65.01.08.2006,,,,,,6 Long Bang Hulu,,
65.01.09,,,,9Sekatak,-,22,,
65.01.09.2001,,,,,,1 Sekatak Buji,,
65.01.09.2002,,,,,,2 Paru Abang,,
65.01.09.2003,,,,,,3 Bunau,,
65.01.09.2004,,,,,,4 Ujang,,
65.01.09.2005,,,,,,5 Tenggiling,,
65.01.09.2006,,,,,,6 Kelembunan,,
65.01.09.2007,,,,,,7 Turung,,
65.01.09.2008,,,,,,8 Terindak,,
,,,,,,,,
